molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_chembl_id
CHEMBL3216557,CC1=C[C@H]2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)c3[C@@H](C1)C2.Cl.Cl.Cl.Cl,IC50,'=',11.5,nM,7.94,CHEMBL2015198
CHEMBL94059,c1ccc(CN2CCC(COc3noc4ccccc34)CC2)cc1,IC50,'=',2582.26,nM,5.59,CHEMBL641020
CHEMBL132285,CN(C)Cc1cc2c(cc1OC(=O)Nc1ccccc1)[C@]1(C)CCN(C)[C@@H]1N2C,IC50,'=',2500.0,nM,5.6,CHEMBL644628
CHEMBL54727,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,IC50,'=',349.95,nM,6.46,CHEMBL641238
CHEMBL64465,Cc1ccc2c(NCc3ccccc3)c3c(nc2c1)CCCC3,IC50,'=',741.31,nM,6.13,CHEMBL638445
CHEMBL115835,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2C(=O)OC(C)(C)C)cc1,IC50,'=',268.8,nM,6.57,CHEMBL899128
CHEMBL74926,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,IC50,'=',36.0,nM,7.44,CHEMBL644788
CHEMBL3093804,[Br-].[Br-].c1cc[n+](CCCCCCCCCCCC[n+]2cccc3ccccc32)cc1,IC50,'=',4.7,nM,8.33,CHEMBL3095604
CHEMBL225198,O=C(CCc1c[nH]c2ccccc12)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,IC50,'=',9000.0,nM,5.05,CHEMBL945911
CHEMBL3623557,CCCC(C)n1cc(C(=O)C(F)F)cn1,IC50,'=',149.0,nM,6.83,CHEMBL3626446
CHEMBL3623556,CCC(C)n1cc(C(=O)C(F)F)cn1,IC50,'=',110.0,nM,6.96,CHEMBL3626446
CHEMBL194823,O=C(CCCCC1CCSS1)NCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,IC50,'=',45000.0,nM,4.35,CHEMBL945911
CHEMBL3623551,CCC(CC)n1cc(C(=O)C(F)(F)F)cn1,IC50,'=',3.77,nM,8.42,CHEMBL3626446
CHEMBL3623561,CC(C)(C)c1cccc(C(=O)CF)c1,IC50,'=',578.0,nM,6.24,CHEMBL3626446
CHEMBL3623561,CC(C)(C)c1cccc(C(=O)CF)c1,IC50,'=',715.0,nM,6.15,CHEMBL3626447
CHEMBL2441673,COc1cc2c(cc1OC)C[N+](C)(CCCCCCCc1cccc(OC)[n+]1C)CC2.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,IC50,'=',110.0,nM,6.96,CHEMBL2443822
CHEMBL2441671,COc1cc2c(cc1OC)C[N+](C)(CCCCCc1cccc(OC)[n+]1C)CC2.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,IC50,'=',460.0,nM,6.34,CHEMBL2443822
CHEMBL2441667,COc1cccc(CCCCCCc2cccc(OC)[n+]2C)[n+]1C.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,IC50,'=',70.0,nM,7.16,CHEMBL2443822
CHEMBL2441687,COc1ccc(F)c[n+]1C.F[B-](F)(F)F,IC50,'=',16000.0,nM,4.8,CHEMBL2443821
CHEMBL3628063,COc1ccc2[nH]cc(CCNC(=O)c3cc[n+](Cc4cccc(F)c4)cc3)c2c1.[Br-],IC50,'=',3800.0,nM,5.42,CHEMBL3631132
CHEMBL3628065,COc1ccc2[nH]cc(CCNC(=O)c3cc[n+](Cc4ccc(OC(=O)N(C)C)cc4)cc3)c2c1.[Br-],IC50,'=',1300.0,nM,5.89,CHEMBL3631132
CHEMBL3628183,COc1ccc2[nH]cc(CCNC(=O)/C=C/c3cc[n+](Cc4ccc(F)cc4)cc3)c2c1.[Br-],IC50,'=',210.0,nM,6.68,CHEMBL3631132
CHEMBL313809,COc1cc2cc(C(=O)C=C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],IC50,'=',520.0,nM,6.28,CHEMBL644831
CHEMBL3765697,N#CC1=C(N)N2CCCNC2=C([N+](=O)[O-])C12C(=O)Nc1ccc([N+](=O)[O-])cc12,IC50,'=',1150.0,nM,5.94,CHEMBL3768336
CHEMBL3763778,CC1(C)CNC2=C([N+](=O)[O-])C3(C(=O)Nc4ccccc43)C(C#N)=C(N)N2C1,IC50,'=',1250.0,nM,5.9,CHEMBL3768336
CHEMBL340409,O=C1CCN(Cc2ccccc2)C/C1=C\c1ccc[nH]1,IC50,'=',11000.0,nM,4.96,CHEMBL875241
CHEMBL572480,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCNC(=O)CCCCC2CCSS2)=CC1=O)Cc1ccccc1OC,IC50,'=',100.0,nM,7.0,CHEMBL1037610
CHEMBL5189796,Nc1n[nH]c2nc(-c3ccccc3)cc(-c3ccccc3)c12,IC50,'=',5270.0,nM,5.28,CHEMBL5637766
CHEMBL5647542,COc1ccc(-c2cc(-c3ccccc3)nc3[nH]nc(N)c23)cc1OC,IC50,'=',9630.0,nM,5.02,CHEMBL5637766
CHEMBL5647393,COc1ccc(-c2cc(-c3ccc(OC)c(OC)c3)c3c(N)n[nH]c3n2)cc1,IC50,'=',810.0,nM,6.09,CHEMBL5637766
CHEMBL173136,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1C(F)(F)F)Cc1ccccc1C(F)(F)F,IC50,'=',4570.88,nM,5.34,CHEMBL638449
CHEMBL93936,c1ccc(CN2CCC(CCc3noc4cc(N5CCOCC5)ccc34)CC2)cc1,IC50,'=',0.8,nM,9.1,CHEMBL644105
CHEMBL3632626,COc1ccc2nc3c(c(NCCCCNC(=O)C4(C)CCc5c(C)c(O)c(C)c(C)c5O4)c2c1)CCCC3,IC50,'=',7210.0,nM,5.14,CHEMBL3635777
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,'=',320.0,nM,6.5,CHEMBL3635777
CHEMBL292314,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,IC50,'=',20.0,nM,7.7,CHEMBL3635777
CHEMBL172442,CC[N+](C)(CCCCCCOCCCCCCCCOCCCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,IC50,'=',77.62,nM,7.11,CHEMBL638449
CHEMBL220141,COc1cc(CCC(=O)NCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,IC50,'=',135.0,nM,6.87,CHEMBL912241
CHEMBL385269,COc1cc(C(=O)NCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,IC50,'=',51.6,nM,7.29,CHEMBL912241
CHEMBL345698,Cc1cccc(F)c1,IC50,'=',4900.0,nM,5.31,CHEMBL643382
CHEMBL3338386,C/C=C1\[C@H]2C=C(C)C[C@]1(N[C@H]1OC(=O)C3=C4CC(C)(C)C[C@H]4[C@@H](C)[C@@H](O)C[C@]31OC)c1ccc(=O)[nH]c1C2,IC50,'=',990.0,nM,6.0,CHEMBL3385584
CHEMBL404407,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccncc1)CCCCC3,IC50,'=',5128.61,nM,5.29,CHEMBL3047076
CHEMBL603256,CN(Cc1ccccc1)Cc1ccc(/C=C2\Cc3ccc(OCCCCCN4CCCCC4)cc3C2=O)cc1,IC50,'=',200.0,nM,6.7,CHEMBL1067130
CHEMBL599252,CCN(CC)CCCCOc1ccc2c(c1)C/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O,IC50,'=',3950.0,nM,5.4,CHEMBL1067130
CHEMBL2448609,CCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(CCC)C1C2.Cc1ccc(C(=O)OC(C(=O)O)C(OC(=O)c2ccc(C)cc2)C(=O)O)cc1.O,IC50,'=',62.0,nM,7.21,CHEMBL645003
CHEMBL242345,COc1ccccc1CNCCCCCCN1CCC(CCC2CCN(CCCCCCNCc3ccccc3OC)CC2)CC1,IC50,'=',1288.25,nM,5.89,CHEMBL891175
CHEMBL128202,CCN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NC)c1,IC50,'=',0.56,nM,9.25,CHEMBL3049408
CHEMBL2236393,CNCOc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,IC50,'=',0.32,nM,9.49,CHEMBL3049408
CHEMBL340427,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,IC50,'=',0.3,nM,9.52,CHEMBL3049408
CHEMBL3343884,Cc1nc(C(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)cc2c1[nH]c1ccccc12,IC50,'=',325.0,nM,6.49,CHEMBL3390452
CHEMBL3343922,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2c(cn1)[nH]c1ccccc12,IC50,'=',91.8,nM,7.04,CHEMBL3390452
CHEMBL3343882,CCc1nc(C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc2c1[nH]c1ccccc12,IC50,'=',98.2,nM,7.01,CHEMBL3390452
CHEMBL3343928,CC1c2[nH]c3ccccc3c2C[C@@H](C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)N1C(=O)OC(C)(C)C,IC50,'=',526.0,nM,6.28,CHEMBL3390452
CHEMBL575621,C[C@@H]1CCC[C@H](C)N1S(=O)(=O)c1ccc(C(C)(C)C)cc1,IC50,'=',458.0,nM,6.34,CHEMBL1049243
CHEMBL3597003,CCOC(=O)C1=C(Nc2ccccc2)C[C@@H](c2ccc(C)cc2)N(c2ccccc2)[C@@H]1c1ccc(C)cc1,IC50,'=',5584.7,nM,5.25,CHEMBL3599183
CHEMBL3597006,COC(=O)C1=C(Nc2ccc(Cl)cc2)C[C@@H](c2ccc(C)cc2)N(c2ccc(Cl)cc2)[C@@H]1c1ccc(C)cc1,IC50,'=',2147.83,nM,5.67,CHEMBL3599183
CHEMBL1257767,CCCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2.Cl,IC50,'=',270.0,nM,6.57,CHEMBL1260200
CHEMBL1290043,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccccc2Cl)C(c2ccccc2)NC12C(=O)Nc1ccccc12,IC50,'=',7300.0,nM,5.14,CHEMBL1293120
CHEMBL7002,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,IC50,'=',15026.0,nM,4.82,CHEMBL1909212
CHEMBL2314726,COc1cc2cc(NC(=O)[C@H]3CCC[C@@H](NCc4ccccc4)C3)c(=O)oc2cc1OC,IC50,'=',43.0,nM,7.37,CHEMBL2319644
CHEMBL5557161,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1ccc([N+](=O)[O-])cc1Cl,IC50,'=',699.0,nM,6.16,CHEMBL5502003
CHEMBL5558447,O=C(Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O)Nc1cccc(Cl)c1,IC50,'=',1161.0,nM,5.93,CHEMBL5502003
CHEMBL5512503,N#Cc1cccc(NC(=O)Cn2nc(-c3ccccc3)c(-c3ccccc3)nc2=O)c1,IC50,'=',1252.0,nM,5.9,CHEMBL5502003
CHEMBL5395312,CN1CCN(c2ccc(C(=O)Nc3cc(-c4nc5ccccc5[nH]4)n[nH]3)cc2)CC1,IC50,'=',1710.0,nM,5.77,CHEMBL5393547
CHEMBL61930,Nc1c2c(nc3cc(Cl)c(Cl)cc13)CCCC2,IC50,'=',478.63,nM,6.32,CHEMBL638445
CHEMBL418643,O=[N+]([O-])c1ccc2nc3c(c(NCc4ccccc4)c2c1)CCCC3,IC50,'=',1600.0,nM,5.8,CHEMBL644101
CHEMBL102226,CCCCCCCSC(=O)OCC[N+](C)(C)C.[Cl-],IC50,'=',50000.0,nM,4.3,CHEMBL644835
CHEMBL294208,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)C2N3)cc1,IC50,'=',2020.0,nM,5.7,CHEMBL644927
CHEMBL143290,CC1=CC2Cc3nc4cc(F)cc(F)c4c(N)c3C(C1)C2,IC50,'=',2.2,nM,8.66,CHEMBL644108
CHEMBL598645,CCN(CC)CCCCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,IC50,'=',890.0,nM,6.05,CHEMBL1067130
CHEMBL599253,CCN(CC)CCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,IC50,'=',1530.0,nM,5.82,CHEMBL1067130
CHEMBL372279,CC(C)N(CCN1CC(=O)N(CCc2ccc(Cl)cc2Cl)CC1=O)C(C)C,IC50,'=',20000.0,nM,4.7,CHEMBL829441
CHEMBL4590539,CCN(CC)Cc1cc2cc(c1O)Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@@H](C2)N(C)CC3,IC50,'=',68000.0,nM,4.17,CHEMBL4334128
CHEMBL542266,CN(C)C(=O)Oc1ccc2c(c1)C(N(C)C)CC2.Cl,IC50,'=',2150.0,nM,5.67,CHEMBL636789
CHEMBL19060,COc1ccccc1CNCCCCCCNCCSSCCNCCCCCCNCc1ccccc1OC,IC50,'=',7244.36,nM,5.14,CHEMBL638603
CHEMBL3910830,Cc1ccc(/C=C2/CNCC3=C2N=C2SC=C(c4ccc5ccccc5c4)N2C3c2ccc(C)cc2)cc1,IC50,'=',980.0,nM,6.01,CHEMBL3872094
CHEMBL3921785,Cc1ccc(C2=CSC3=NC4=C(CNC/C4=C/c4ccc(Br)cc4)C(c4ccc(Br)cc4)N23)cc1,IC50,'=',1010.0,nM,6.0,CHEMBL3872094
CHEMBL3827610,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3c4c(c(=O)oc3c2)CCCC4)c1,IC50,'=',18.3,nM,7.74,CHEMBL3829830
CHEMBL61221,CCCCCCCNc1c2c(nc3cc(C)ccc13)CCCC2,IC50,'=',130.0,nM,6.89,CHEMBL644101
CHEMBL315013,COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],IC50,'=',665.0,nM,6.18,CHEMBL644831
CHEMBL1203538,Cl.N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCCC2)o1,IC50,'=',120.0,nM,6.92,CHEMBL636834
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,IC50,'=',14.13,nM,7.85,CHEMBL638603
CHEMBL190060,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(c2)O/C(=C\c2cccc4ccccc24)C3=O)c1,IC50,'=',6860.0,nM,5.16,CHEMBL832454
CHEMBL370961,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2ccccc2)C3=O)c1,IC50,'=',1950.0,nM,5.71,CHEMBL832454
CHEMBL191461,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)C/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,IC50,'=',1800.0,nM,5.75,CHEMBL832454
CHEMBL3764065,N#CC1=C(N)N2CCNC2=C([N+](=O)[O-])C12C(=O)c1ccc(Br)c3c(Br)ccc2c13,IC50,'=',6370.0,nM,5.2,CHEMBL3768336
CHEMBL3765098,N#CC1=C(N)N(Cc2ccccc2)C(NCc2ccccc2)=C([N+](=O)[O-])C12C(=O)c1ccc(Br)c3c(Br)ccc2c13,IC50,'=',6240.0,nM,5.21,CHEMBL3768336
CHEMBL3763482,Cc1ccc2c(c1)C1(C(=O)N2)C(C#N)=C(N)N(Cc2ccccc2)C(NCc2ccccc2)=C1[N+](=O)[O-],IC50,'=',3710.0,nM,5.43,CHEMBL3768336
CHEMBL3765496,N#CC1=C(N)N(Cc2ccccc2)C(NCc2ccccc2)=C([N+](=O)[O-])C12C(=O)Nc1ccccc12,IC50,'=',3960.0,nM,5.4,CHEMBL3768336
CHEMBL337494,C/C=C(\C)C(=O)N[C@@H]1[C@H](O)C2CC[C@H]3C4=CC[C@H]([C@H](C)N(C)C)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@@H]1O,IC50,'=',33113.11,nM,4.48,CHEMBL641237
CHEMBL3338389,C/C=C1\[C@H]2C=C(C)C[C@]1(NC1OCC3=C4CC(C)(C)[C@H](O)[C@H]4[C@@H](C)CCC31O)c1ccc(=O)[nH]c1C2,IC50,'=',60.0,nM,7.22,CHEMBL3385584
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,IC50,'=',0.43,nM,9.37,CHEMBL643381
CHEMBL3353568,CNc1ccccc1-c1nc(C(=O)O)cs1,IC50,'=',68000.0,nM,4.17,CHEMBL3383297
CHEMBL3318017,COc1cc2oc(-c3ccc(CN4CCCC4)cc3)cc(=O)c2cc1OC,IC50,'=',34.0,nM,7.47,CHEMBL3367258
CHEMBL3416997,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CC2CCCCCC2)CC1,IC50,'=',57.0,nM,7.24,CHEMBL3420216
CHEMBL3417006,COc1cc(N)c(Cl)cc1C(O)CCC1CCN(CC2CCCCC2)CC1,IC50,'=',1030.0,nM,5.99,CHEMBL3420216
CHEMBL131210,Cc1cc(C)cc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1,IC50,'=',78.0,nM,7.11,CHEMBL644628
CHEMBL2019041,COc1cc2oc(C(=O)NCCCCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)cc(=O)c2cc1OC.Cl,IC50,'=',0.2,nM,9.7,CHEMBL2020732
CHEMBL4466652,COc1cc2oc(-c3ccc(NCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)cc3)cc(=O)c2c(OC)c1OC,IC50,'=',1.9,nM,8.72,CHEMBL4342682
CHEMBL4445345,Cc1cc(=O)oc2ccc(OC/C=C/CCn3cnc4c(N5CCCCC5)ncnc43)cc12,IC50,'=',11940.0,nM,4.92,CHEMBL4342730
CHEMBL1289274,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccc(F)cc2)CN(C)C12C(=O)Nc1ccc(Cl)cc12,IC50,'=',3700.0,nM,5.43,CHEMBL1293120
CHEMBL1288821,COc1ccc(C2CN(C)C3(C(=O)Nc4ccc([N+](=O)[O-])cc43)C23Cc2cc(OC)c(OC)cc2C3=O)cc1OC,IC50,'=',6100.0,nM,5.21,CHEMBL1293120
CHEMBL1289615,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccccc2)CN(C)C12C(=O)Nc1ccc([N+](=O)[O-])cc12,IC50,'=',13200.0,nM,4.88,CHEMBL1293120
CHEMBL1289825,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccc(F)cc2)C(c2ccccc2)NC12C(=O)Nc1ccccc12,IC50,'=',6860.0,nM,5.16,CHEMBL1293120
CHEMBL1288826,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccc(F)cc2)C(c2ccccc2)NC12C(=O)Nc1ccc([N+](=O)[O-])cc12,IC50,'=',14300.0,nM,4.84,CHEMBL1293120
CHEMBL1288829,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccccc2Cl)C(c2ccccc2)NC12C(=O)Nc1ccc([N+](=O)[O-])cc12,IC50,'=',4200.0,nM,5.38,CHEMBL1293120
CHEMBL149084,C#CCCCC[n+]1ccn(C(C)(C)C)c1/C=N/O.[Cl-],IC50,'=',76600.0,nM,4.12,CHEMBL644118
CHEMBL150156,C#CCCCC[n+]1cn(C)c(/C=N/O)n1.[Cl-],IC50,'=',62500.0,nM,4.2,CHEMBL644117
CHEMBL143094,CCC1=CC2Cc3nc4cc(C)cc(C)c4c(N)c3C(C1)C2,IC50,'=',4.96,nM,8.3,CHEMBL644108
CHEMBL120279,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)C(O)C(O)C(=O)O,IC50,'=',10.0,nM,8.0,CHEMBL644832
CHEMBL153865,CN1CCC(C[C@@H]2Cc3ccccc3C2=O)CC1,IC50,'=',5.3,nM,8.28,CHEMBL643386
CHEMBL313582,C[N+]1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)CCCCO3)CC1,IC50,'=',139.0,nM,6.86,CHEMBL644119
CHEMBL370807,O=C(CCCCCNc1c2c(nc3ccccc13)CCCC2)NCCc1c[nH]c2ccc(O)cc12,IC50,'=',0.45,nM,9.35,CHEMBL864026
CHEMBL4750451,O=C(CCCCCN1CCC2c3ccccc3NC2C1)Oc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,IC50,'=',10.72,nM,7.97,CHEMBL4704869
CHEMBL54126,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],IC50,'=',600.0,nM,6.22,CHEMBL643380
CHEMBL155768,CC1CCN(C(=O)c2ccccc2)CC1,IC50,'=',10000.0,nM,5.0,CHEMBL643386
CHEMBL244838,COc1cc2occ(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)c2cc1OC,IC50,'=',1230.0,nM,5.91,CHEMBL894085
CHEMBL244624,CN(Cc1ccccc1)Cc1ccc(-c2cc3cc(N)ccc3oc2=O)cc1,IC50,'=',281.0,nM,6.55,CHEMBL894085
CHEMBL245047,COc1cccc(CN(C)Cc2ccc(-c3cc4cc(OC)c(OC)cc4oc3=O)cc2)c1,IC50,'=',714.0,nM,6.15,CHEMBL894085
CHEMBL243310,COc1cc2cc(-c3cccc(CN(C)Cc4ccccc4)c3)c(=O)oc2cc1OC,IC50,'=',202.0,nM,6.7,CHEMBL894085
CHEMBL465487,C[C@H](CCC(=O)O)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1C[C@@H]3O,IC50,'=',25910.0,nM,4.59,CHEMBL1918466
CHEMBL1915765,CCCCOC(=O)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1C[C@@H]3O,IC50,'=',11580.0,nM,4.94,CHEMBL1918466
CHEMBL263322,CN1CCC(CCCC2Cc3ccccc3C2=O)CC1,IC50,'=',1.5,nM,8.82,CHEMBL643386
CHEMBL2047528,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,IC50,'=',74.9,nM,7.13,CHEMBL2049770
CHEMBL2047530,CN(CCCOc1ccc2c(=O)c3cccnc3oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,IC50,'=',89.5,nM,7.05,CHEMBL2049770
CHEMBL80221,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2Cc1ccccc1,IC50,'=',160.8,nM,6.79,CHEMBL644626
CHEMBL103890,CCC(C)(C)SC(=O)OCC[N+](C)(C)C.[Cl-],IC50,'=',40000.0,nM,4.4,CHEMBL644835
CHEMBL5575737,C[C@@H](c1cccc(OC(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)c1)N(C)C,IC50,'=',118.56,nM,6.93,CHEMBL5529083
CHEMBL5573861,C[C@@H](c1cccc(OC(=O)NCCCCCCNc2c3c(nc4cc(F)ccc24)CCCC3)c1)N(C)C,IC50,'=',42.16,nM,7.38,CHEMBL5529083
CHEMBL5575441,O=C(NCCCCCCNc1c2c(nc3cc(F)ccc13)CCCC2)Oc1ccc2cc[nH]c2c1,IC50,'=',297.19,nM,6.53,CHEMBL5529083
CHEMBL5566825,O=C(NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)Oc1ccc(-c2cc3cccnc3[nH]2)cc1,IC50,'=',64.71,nM,7.19,CHEMBL5529083
CHEMBL4752558,O=C(NO)c1ccc(Nc2ccnc3ccccc23)cc1,IC50,'=',830.0,nM,6.08,CHEMBL4685851
CHEMBL4750360,CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCN(Cc3ccccc3)CC2)cc1,IC50,'=',14800.0,nM,4.83,CHEMBL4686681
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,IC50,'=',100.0,nM,7.0,CHEMBL644110
CHEMBL4524111,CC1=C[C@@H]2Cc3nc4cc(F)ccc4c(N)c3[C@H](C1)C2,IC50,'=',4.58,nM,8.34,CHEMBL644108
CHEMBL4779478,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4ccccc24)CCCC3)nn1,IC50,'=',44.7,nM,7.35,CHEMBL4711085
CHEMBL4854555,COc1ccc2[nH]cc(CCNC(=O)Cn3cc(CN4CC[C@@]56C=C[C@H](O)C[C@@H]5Oc5c(OC)ccc(c56)C4)nn3)c2c1,IC50,'=',5412.0,nM,5.27,CHEMBL4838950
CHEMBL4849427,COc1ccc2[nH]cc(CCNC(=O)CCCCn3cc(CCCCN4CC[C@@]56C=C[C@H](O)C[C@@H]5Oc5c(OC)ccc(c56)C4)nn3)c2c1,IC50,'=',18.0,nM,7.75,CHEMBL4838950
CHEMBL4776936,CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)cc1,IC50,'=',27100.0,nM,4.57,CHEMBL4686681
CHEMBL4762548,CCN(Cc1ccccc1)C(=O)/C=C/c1ccc(OC(=O)N(c2ccccc2)c2ccccc2)c(OC)c1,IC50,'=',28100.0,nM,4.55,CHEMBL4686681
CHEMBL4756176,COc1cc(/C=C/C(=O)N2CCN(Cc3ccccc3)CC2)ccc1OC(=O)N(C)C,IC50,'=',23500.0,nM,4.63,CHEMBL4686681
CHEMBL4793075,CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCc3ccccc3C2)cc1OC,IC50,'=',10600.0,nM,4.97,CHEMBL4686681
CHEMBL433041,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,IC50,'=',110.0,nM,6.96,CHEMBL875789
CHEMBL340542,COc1ccc(C(=O)n2cc(/C=C3\CN(Cc4ccccc4)CCC3=O)c3ccccc32)cc1,IC50,'=',70000.0,nM,4.16,CHEMBL875241
CHEMBL4745802,COc1ccc2cc3[n+](cc2c1OCc1ccc(C)cc1)CCc1cc2c(cc1-3)OCO2.[Br-],IC50,'=',75800.0,nM,4.12,CHEMBL4708697
CHEMBL609668,COc1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)C2N3C)cc1,IC50,'=',1698.24,nM,5.77,CHEMBL641238
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,'=',188.0,nM,6.73,CHEMBL5111262
CHEMBL269865,O=C(CO[N+](=O)[O-])NCCCNc1c2c(nc3ccccc13)CCCC2,IC50,'=',28.2,nM,7.55,CHEMBL932016
CHEMBL91291,Cc1cc2onc(CCC3CCN(Cc4ccccc4)CC3)c2cc1C,IC50,'=',5.794,nM,8.24,CHEMBL641020
CHEMBL129306,OC1CCN(Cc2ccc(OCCCN3CCCCC3)cc2)CC1,IC50,'=',2300.0,nM,5.64,CHEMBL940221
CHEMBL445916,CCCn1c2c(c3c(Br)c(OC(=O)NC)ccc31)CC/C2=N/CC,IC50,'=',230.0,nM,6.64,CHEMBL643373
