molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_chembl_id
CHEMBL1084787,c1ccc(-c2nnc(NCN3CCCCC3)s2)cc1,IC50,'=',54000.0,nM,4.27,CHEMBL1119333
CHEMBL1084788,c1ccc(-c2cnc(NCN3CCCCC3)nn2)cc1,IC50,'=',60000.0,nM,4.22,CHEMBL1119333
CHEMBL1082434,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)OCO2,IC50,'=',30.0,nM,7.52,CHEMBL1119333
CHEMBL1084790,Cc1nc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1,IC50,'=',12.0,nM,7.92,CHEMBL1119333
CHEMBL102142,Cc1ccc(C(=O)NC(=S)NCCOCCN(C)Cc2ccccc2)cc1,IC50,'=',77.0,nM,7.11,CHEMBL1119333
CHEMBL101809,CN(CCOCCNC(=S)NC(=O)c1ccc(-c2ccccc2)cc1)Cc1ccccc1,IC50,'=',230.0,nM,6.64,CHEMBL1119333
CHEMBL1085031,CN(CCOCCNC(=S)NC(=O)c1ccc2c(c1)C(=O)c1ccccc1C2=O)Cc1ccccc1,IC50,'=',6.0,nM,8.22,CHEMBL1119333
CHEMBL1083789,NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,IC50,'=',319.0,nM,6.5,CHEMBL1119333
CHEMBL1084530,c1ccc2c(NCCCCCCCCCNc3ccncc3)c3c(nc2c1)CCCC3,IC50,'=',83.0,nM,7.08,CHEMBL1119333
CHEMBL1082738,c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccnc2c1,IC50,'=',8.8,nM,8.06,CHEMBL1119333
CHEMBL118968,Nc1c2c(nc3ccccc13)CCCCCC2,IC50,'=',9100.0,nM,5.04,CHEMBL1119333
CHEMBL1083056,COc1cc2c(cc1OC)C(O)C(CC1CCN(c3ccccc3)CC1)C2,IC50,'=',300.0,nM,6.52,CHEMBL1119333
CHEMBL1086246,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(Cc3ccccc3)cc2)c1,IC50,'=',24.7,nM,7.61,CHEMBL1119333
CHEMBL124156,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(-c3ccccc3)cc2)c1,IC50,'=',54.6,nM,7.26,CHEMBL1119333
CHEMBL340427,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,IC50,'=',0.3,nM,9.52,CHEMBL1119333
CHEMBL75305,c1cnc2nc3c(c(NCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3,IC50,'=',4.8,nM,8.32,CHEMBL1119333
CHEMBL76173,c1cnc2nc3c(c(NCCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3,IC50,'=',1.3,nM,8.89,CHEMBL1119333
CHEMBL76173,c1cnc2nc3c(c(NCCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3,IC50,'=',1.3,nM,8.89,CHEMBL1119333
CHEMBL59977,Nc1c2c(nc3ccc([N+](=O)[O-])cc13)CCCC2,IC50,'=',3000.0,nM,5.52,CHEMBL1119333
CHEMBL61533,Nc1c2c(nc3cc(F)ccc13)CCCC2,IC50,'=',87.0,nM,7.06,CHEMBL1119333
CHEMBL61930,Nc1c2c(nc3cc(Cl)c(Cl)cc13)CCCC2,IC50,'=',470.0,nM,6.33,CHEMBL1119333
CHEMBL1085017,O=[N+]([O-])c1ccc2nc3c(c(Nc4ccccc4)c2c1)CCCC3,IC50,'=',1600.0,nM,5.8,CHEMBL1119333
CHEMBL59782,CCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,IC50,'=',13.0,nM,7.89,CHEMBL1119333
CHEMBL61986,CCCCCCCNc1c2c(nc3cc(OC)ccc13)CCCC2,IC50,'=',460.0,nM,6.34,CHEMBL1119333
CHEMBL1085939,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OC/C(=C/c2cc(O)c(O)c(O)c2)C3=O)c1,IC50,'=',9.81,nM,8.01,CHEMBL1119333
CHEMBL1085940,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)CC/C(=C/c2cc(O)c(O)c(O)c2)C3=O)c1,IC50,'=',4.94,nM,8.31,CHEMBL1119333
CHEMBL224158,O=C(CCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3ccccc13)CCCC2,IC50,'=',70.0,nM,7.16,CHEMBL1119333
CHEMBL225451,COc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,IC50,'=',40000.0,nM,4.4,CHEMBL915960
CHEMBL427249,CN(CCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1,IC50,'=',7780.0,nM,5.11,CHEMBL915960
CHEMBL4083174,COc1cc(CCc2ccc(Nc3c4c(nc5cc(Cl)ccc35)CCCC4)cc2)cc(OC)c1,IC50,'=',800.0,nM,6.1,CHEMBL4005227
CHEMBL335922,Nc1c2c(nc3c1CCCO3)CCC2,IC50,'=',1120.0,nM,5.95,CHEMBL644109
CHEMBL355740,Nc1c2c(nc3c(Cl)cccc13)C1CCC2C1,IC50,'=',85.11,nM,7.07,CHEMBL829159
CHEMBL1834065,CC(C)(C)OC(=O)N1CCN(c2nccc(NCc3cccc4ccccc34)n2)CC1,IC50,'=',50800.0,nM,4.29,CHEMBL1837219
CHEMBL3425890,COc1cc(/C=C/c2ccc3ccccc3[n+]2C)ccc1F.[I-],IC50,'=',2800.0,nM,5.55,CHEMBL4049960
CHEMBL4104589,C[n+]1c(/C=C/c2ccc(Cl)cc2)ccc2ccccc21.[I-],IC50,'=',4400.0,nM,5.36,CHEMBL4049960
CHEMBL4096862,CCN(CC)c1ccc(/C=C/c2ccc3ccccc3[n+]2C)c(OC)n1.[I-],IC50,'=',1000.0,nM,6.0,CHEMBL4049960
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,'=',205.0,nM,6.69,CHEMBL644108
CHEMBL2413741,CC(C)N(CCOc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1)C(C)C,IC50,'=',3680.0,nM,5.43,CHEMBL2416840
CHEMBL136719,CC(=O)Oc1cccc([N+](C)(C)C)c1C,IC50,'=',40831.94,nM,4.39,CHEMBL641238
CHEMBL272230,O=C(CCO[N+](=O)[O-])NCCCCNc1c2c(nc3ccccc13)CCCC2,IC50,'=',45.7,nM,7.34,CHEMBL932016
CHEMBL2413743,Clc1ccc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc2c1,IC50,'=',130.0,nM,6.89,CHEMBL2416840
CHEMBL346605,Cc1ccc(F)cc1,IC50,'=',4900.0,nM,5.31,CHEMBL643382
CHEMBL346605,Cc1ccc(F)cc1,IC50,'=',9.55,nM,8.02,CHEMBL648291
CHEMBL140020,C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1,IC50,'=',7.998,nM,8.1,CHEMBL641238
CHEMBL131598,Cc1cccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1,IC50,'=',28.0,nM,7.55,CHEMBL644628
CHEMBL350464,CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,IC50,'=',5680.0,nM,5.25,CHEMBL643373
CHEMBL2419681,N#Cc1c(Cl)nc(NC2CCN(Cc3ccccc3)CC2)c(C#N)c1-c1ccccc1,IC50,'=',9430.0,nM,5.03,CHEMBL2421450
CHEMBL87280,COC(=O)c1ccc(C[n+]2ccc(CCC(=O)c3cc4cc(OC)c(OC)cc4s3)cc2)cc1,IC50,'=',1000.0,nM,6.0,CHEMBL644831
CHEMBL173607,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1C)Cc1ccccc1C,IC50,'=',16.6,nM,7.78,CHEMBL638449
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,'=',251.19,nM,6.6,CHEMBL638449
CHEMBL465514,C[C@H](CC(=O)C[C@@H](C)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O)C(=O)O,IC50,'=',18350.0,nM,4.74,CHEMBL1918466
CHEMBL1915766,CCCCOC(=O)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@@H]3O,IC50,'=',12260.0,nM,4.91,CHEMBL1918466
CHEMBL12089,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],IC50,'=',40.0,nM,7.4,CHEMBL1918466
CHEMBL122834,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)C(O)C(O)C(=O)O,IC50,'=',10.0,nM,8.0,CHEMBL644832
CHEMBL87373,COc1cc2cc(C(=O)CCc3cc[n+](CC4CC4)cc3)sc2cc1OC.[Br-],IC50,'=',110.0,nM,6.96,CHEMBL644831
CHEMBL384563,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2NC=O,IC50,'=',98.0,nM,7.01,CHEMBL911220
CHEMBL1262,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,IC50,'=',4646.5,nM,5.33,CHEMBL1909212
CHEMBL283509,COc1ccc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc1OC,IC50,'=',1.0,nM,9.0,CHEMBL642296
CHEMBL386541,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2NS(C)(=O)=O,IC50,'=',40.5,nM,7.39,CHEMBL911220
CHEMBL24686,COc1cc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc(OC)c1OC,IC50,'=',8.0,nM,8.1,CHEMBL642296
CHEMBL218940,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(OC)c1)CCCC3,IC50,'=',58.0,nM,7.24,CHEMBL913362
CHEMBL150212,C#CCCOC[n+]1ccc(/C=N/O)cc1.[Cl-],IC50,'=',96500.0,nM,4.01,CHEMBL644117
CHEMBL13206,CN(C)Cc1ccc(CSCCN/C=C(/NCCSCc2ccc(CN(C)C)o2)[N+](=O)[O-])o1,IC50,'=',74.0,nM,7.13,CHEMBL644790
CHEMBL418712,CN(C)Cc1ccc(CSCCCCCCCCCSCc2ccc(CN(C)C)o2)o1,IC50,'=',460.0,nM,6.34,CHEMBL644790
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,'=',22.0,nM,7.66,CHEMBL874440
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,'=',22.0,nM,7.66,CHEMBL874440
CHEMBL61533,Nc1c2c(nc3cc(F)ccc13)CCCC2,IC50,'=',87.0,nM,7.06,CHEMBL644101
CHEMBL61506,O=[N+]([O-])c1ccc2c(NCc3ccccc3)c3c(nc2c1)CCCC3,IC50,'=',4800.0,nM,5.32,CHEMBL644101
CHEMBL61561,CCCCCCCNc1c2c(nc3cc(F)ccc13)CCCC2,IC50,'=',45.71,nM,7.34,CHEMBL638445
CHEMBL368196,Nc1c2c(nc3cccc(Cl)c13)C1CCC2C1,IC50,'=',42.2,nM,7.38,CHEMBL644838
CHEMBL2234517,CC1(C)CC(=O)C2=C(C1)Oc1nc3c(c(N)c1[C@H]2c1ccc(F)cc1)CCCC3,IC50,'=',69183.1,nM,4.16,CHEMBL3047076
CHEMBL2234515,CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1cccnc1Cl)CCCC3,IC50,'=',2137.96,nM,5.67,CHEMBL3047076
CHEMBL2234836,CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1ccc(OC)c(OC)c1)CCC3,IC50,'=',26915.35,nM,4.57,CHEMBL3047076
CHEMBL4077169,CN1c2ccccc2C(N2CCOCC2)c2ccccc21,IC50,'=',12300.0,nM,4.91,CHEMBL4047916
CHEMBL4075624,CN1c2ccccc2C(n2cnc([N+](=O)[O-])n2)c2ccccc21,IC50,'=',16700.0,nM,4.78,CHEMBL4047916
CHEMBL59109,NC12CC(C(F)(F)F)=CC(Cc3nc(O)ccc31)/C2=C\C(F)(F)F,IC50,'=',3000.0,nM,5.52,CHEMBL643374
CHEMBL1084211,c1ccc2c(CNc3ccnc(N4CCOCC4)n3)cccc2c1,IC50,'=',14700.0,nM,4.83,CHEMBL1769750
CHEMBL1084210,c1ccc2c(CNc3ccnc(N4CCCC4)n3)cccc2c1,IC50,'=',5500.0,nM,5.26,CHEMBL1769750
CHEMBL4518938,Fc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,IC50,'=',2900.0,nM,5.54,CHEMBL4433401
CHEMBL4526950,Clc1ccc(/C=N/C2CCN(Cc3ccccc3)CC2)cc1,IC50,'=',1500.0,nM,5.82,CHEMBL4433401
CHEMBL1642971,CC(C)(C)c1cc[n+](CC[n+]2ccc(C(C)(C)C)cc2)cc1.[Br-].[Br-],IC50,'=',17000.0,nM,4.77,CHEMBL1646125
CHEMBL374184,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3,IC50,'=',45.0,nM,7.35,CHEMBL945890
CHEMBL194372,CN[C@@H](CCOc1ccc([N+](=O)[O-])cc1)c1ccc(OC(=O)N(C)C)cc1,IC50,'=',101.0,nM,7.0,CHEMBL945890
CHEMBL2234534,CC1(C)CC(=O)C2=C(C1)Nc1nc3c(c(N)c1[C@H]2c1ccc(F)cc1)CCCC3,IC50,'=',537.03,nM,6.27,CHEMBL3047076
CHEMBL2234527,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2[C@H]1c1ccccc1[N+](=O)[O-])CCCC3,IC50,'=',302.0,nM,6.52,CHEMBL3047076
CHEMBL2234521,Cc1ccc([C@H]2C3=C(CC(C)(C)CC3=O)Oc3nc4c(c(N)c32)CCCC4)cc1,IC50,'=',51286.14,nM,4.29,CHEMBL3047076
CHEMBL2234835,CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1cccc(OC)c1)CCC3,IC50,'=',23988.33,nM,4.62,CHEMBL3047076
CHEMBL2234834,CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1cccs1)CCCCC3,IC50,'=',14454.4,nM,4.84,CHEMBL3047076
CHEMBL2234833,CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1cccnc1)CCCCC3,IC50,'=',32359.37,nM,4.49,CHEMBL3047076
CHEMBL2234829,CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1cccnc1)CCCC3,IC50,'=',7079.46,nM,5.15,CHEMBL3047076
CHEMBL252579,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(Cl)cc1)CCCC3,IC50,'=',1288.25,nM,5.89,CHEMBL3047076
CHEMBL252380,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(F)cc1)CCCC3,IC50,'=',707.95,nM,6.15,CHEMBL3047076
CHEMBL601410,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCCCCC[n+]1cccc2ccccc21,IC50,'=',25000.0,nM,4.6,CHEMBL1763498
CHEMBL1762000,[Br-].[Br-].c1ccc(C[n+]2cccc3ccccc32)c(C[n+]2cccc3ccccc32)c1,IC50,'=',35000.0,nM,4.46,CHEMBL1763498
CHEMBL128780,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,IC50,'=',100.0,nM,7.0,CHEMBL3049408
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,'=',2.0,nM,8.7,CHEMBL2319650
CHEMBL2332533,O=C(C[C@H]1C[C@H]2CCCN2[C@]12C(=O)Nc1ccccc12)N1C/C(=C\c2ccccc2F)C(=O)[C@]2(C[C@H]3CCCN3[C@@]23C(=O)Nc2ccccc23)C1,IC50,'=',24580.0,nM,4.61,CHEMBL2345676
CHEMBL2332979,O=C1/C(=C/c2ccc(Cl)cc2)CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C1=C\c1ccc(Cl)cc1,IC50,'=',3360.0,nM,5.47,CHEMBL2345676
CHEMBL2332549,Cc1ccccc1/C=C1\CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C(=C\c2ccccc2C)C1=O,IC50,'=',12470.0,nM,4.9,CHEMBL2345676
CHEMBL2332548,O=C1/C(=C/c2ccccc2)CN(C(=O)C[C@H]2C[C@H]3CCCN3[C@]23C(=O)Nc2ccccc23)C/C1=C\c1ccccc1,IC50,'=',17490.0,nM,4.76,CHEMBL2345676
CHEMBL454594,C=CC(=O)N1C/C(=C\c2ccc(C)cc2)C(=O)/C(=C/c2ccc(C)cc2)C1,IC50,'=',18060.0,nM,4.74,CHEMBL2345676
CHEMBL2332546,C=CC(=O)N1C/C(=C\c2ccc(Cl)cc2Cl)C(=O)/C(=C/c2ccc(Cl)cc2Cl)C1,IC50,'=',15750.0,nM,4.8,CHEMBL2345676
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,IC50,'=',300.0,nM,6.52,CHEMBL2319650
CHEMBL3402709,CN(CCCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1.Cl,IC50,'=',997.0,nM,6.0,CHEMBL3404440
CHEMBL3402714,CN(CCCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1F.Cl,IC50,'=',625.0,nM,6.2,CHEMBL3404440
CHEMBL328715,c1ccc(CN2CCC(CCNc3noc4ccccc34)CC2)cc1,IC50,'=',810.0,nM,6.09,CHEMBL644105
CHEMBL221753,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],IC50,'=',2246.0,nM,5.65,CHEMBL1909212
CHEMBL1940612,CCN(CCCCCCNC1=CC(=O)c2ccccc2C1=O)Cc1ccccc1OC,IC50,'=',9.73,nM,8.01,CHEMBL1941523
CHEMBL1940616,COc1ccccc1CNCCCCCCNC1=CC(=O)c2ccccc2C1=O,IC50,'=',1850.0,nM,5.73,CHEMBL1941523
CHEMBL1940617,NCCCCCCNC1=CC(=O)c2ccccc2C1=O,IC50,'=',64500.0,nM,4.19,CHEMBL1941523
CHEMBL1761997,[Br-].[Br-].c1ccc2c(c1)ccc[n+]2CCOCC[n+]1cccc2ccccc21,IC50,'=',35000.0,nM,4.46,CHEMBL1763498
CHEMBL4764274,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(NC(C)=O)cc3)CC2)nc1-c1ccc(OC)c(OC)c1,IC50,'=',88.79,nM,7.05,CHEMBL4738011
CHEMBL1819175,c1ccc2c(c1)Cc1c-2nc2ccccc2c1NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,IC50,'=',13.9,nM,7.86,CHEMBL1820356
CHEMBL1819178,Clc1ccc2c(NCCCCCCCOc3ccc(-c4cc5ccccc5o4)cc3)c3c(nc2c1)CCCC3,IC50,'=',310.0,nM,6.51,CHEMBL1820356
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,'=',250.0,nM,6.6,CHEMBL1820356
CHEMBL384886,COc1cc(CCC(=O)NCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,IC50,'=',72.1,nM,7.14,CHEMBL912241
CHEMBL3338388,C/C=C1\[C@H]2C=C(C)C[C@]1(NC1OCC3=C4CC(C)(C)C[C@H]4[C@@H](C)[C@H](O)CC31O)c1ccc(=O)[nH]c1C2,IC50,'=',110.0,nM,6.96,CHEMBL3385584
CHEMBL3338387,C/C=C1\[C@H]2C=C(C)C[C@]1(N[C@H]1OC(=O)C3=C4CC(C)(C)C[C@H]4[C@@H](C)[C@@H](O)C[C@]31O)c1ccc(=O)[nH]c1C2,IC50,'=',2170.0,nM,5.66,CHEMBL3385584
CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,IC50,'=',17.78,nM,7.75,CHEMBL638446
CHEMBL176308,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-],IC50,'=',79.43,nM,7.1,CHEMBL638601
CHEMBL32966,CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1C2,IC50,'=',114.0,nM,6.94,CHEMBL875789
CHEMBL340427,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,IC50,'=',0.3,nM,9.52,CHEMBL644104
CHEMBL542220,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccccc3c2)c1.Cl,IC50,'=',82.6,nM,7.08,CHEMBL644104
CHEMBL391918,CC1=N[C@H]2CC=C3C[C@H]4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CO1,IC50,'=',5242.0,nM,5.28,CHEMBL900444
CHEMBL390083,COc1ccccc1CN(C)CCCOc1ccc2c(=O)c3ccccc3oc2c1,IC50,'=',3400.0,nM,5.47,CHEMBL915960
CHEMBL318026,Nc1c2c(nc3ccccc13)CCC(O)C2,IC50,'=',2300.0,nM,5.64,CHEMBL637615
CHEMBL1203985,CC[N+](CC)(CC)CCOc1ccc(C(=O)NCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc1.Cl.[Br-],IC50,'=',7.61,nM,8.12,CHEMBL900177
CHEMBL59628,Clc1ccc2c(NCc3ccccc3)c3c(nc2c1)CCCC3,IC50,'=',169.82,nM,6.77,CHEMBL638445
CHEMBL304447,Nc1c2c(nc3cc(F)ccc13)-c1ccccc1C2,IC50,'=',1202.26,nM,5.92,CHEMBL638445
CHEMBL2206896,COc1ccc(C2c3ccc4ccccc4c3Oc3nc4c(c(N)c32)CCCC4)c(OC)c1,IC50,'=',370.0,nM,6.43,CHEMBL2216409
CHEMBL92736,CC(=O)Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,IC50,'=',2.8,nM,8.55,CHEMBL644105
CHEMBL1203985,CC[N+](CC)(CC)CCOc1ccc(C(=O)NCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc1.Cl.[Br-],IC50,'=',7.61,nM,8.12,CHEMBL900177
CHEMBL126939,C(=C/C1CCN(Cc2ccccc2)CC1)\c1noc2ccccc12,IC50,'=',209.89,nM,6.68,CHEMBL641020
CHEMBL31574,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,IC50,'=',12.0,nM,7.92,CHEMBL3071788
CHEMBL2323353,CCOc1ccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)cc1,IC50,'=',81400.0,nM,4.09,CHEMBL2328985
CHEMBL2323351,COc1ccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)cc1OC,IC50,'=',81100.0,nM,4.09,CHEMBL2328985
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,'=',218.78,nM,6.66,CHEMBL638603
CHEMBL2234532,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2[C@H]1c1cccc(OC)c1)CCCC3,IC50,'=',61.66,nM,7.21,CHEMBL3047076
CHEMBL2234526,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2[C@H]1c1ccc(F)cc1)CCCC3,IC50,'=',52.48,nM,7.28,CHEMBL3047076
CHEMBL2234547,CCOC(=O)C1=C(C)Oc2nc3c(c(N)c2[C@H]1c1ccncc1)CCCC3,IC50,'=',3019.95,nM,5.52,CHEMBL3047076
CHEMBL253602,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccccc1)CCCCC3,IC50,'=',20892.96,nM,4.68,CHEMBL3047076
CHEMBL2234543,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(OC)cc1)CCCCCC3,IC50,'=',16982.44,nM,4.77,CHEMBL3047076
CHEMBL2234539,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccccc1OC)CCCCC3,IC50,'=',21877.62,nM,4.66,CHEMBL3047076
CHEMBL2234538,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(C)cc1)CCCCC3,IC50,'=',12882.5,nM,4.89,CHEMBL3047076
CHEMBL253783,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccncc1)CCCC3,IC50,'=',1412.54,nM,5.85,CHEMBL3047076
CHEMBL4797814,COc1cc2c(cc1O)CCC(C)(CC(=O)NCCCCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2,IC50,'=',2.05,nM,8.69,CHEMBL4727112
CHEMBL4785201,COc1cc2c(cc1O)CCC(C)(CCNCCCCCCCCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2,IC50,'=',0.27,nM,9.57,CHEMBL4727112
CHEMBL4079963,NS(=O)(=O)c1ccc(NC(=S)NCCN2CCCCC2)cc1,IC50,'=',90000.0,nM,4.05,CHEMBL4035003
CHEMBL4073401,COc1ccccc1NC(=S)NCCN1CCCCC1.Cl,IC50,'=',32000.0,nM,4.5,CHEMBL4035003
CHEMBL4866150,O=C(NCC1CCN(Cc2cccc(F)c2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,IC50,'=',2388.0,nM,5.62,CHEMBL4831994
CHEMBL4088091,CN1C(=O)C2CN(C)C3(C(=O)c4ccccc4C3=O)C2C1=O,IC50,'=',2100.0,nM,5.68,CHEMBL4022474
CHEMBL4072825,COc1ccc(N2C(=O)C3CN(C)C4(C(=O)c5ccccc5C4=O)C3C2=O)cc1,IC50,'=',780.0,nM,6.11,CHEMBL4022474
CHEMBL4093532,CC(C)c1ccc(N2C(=O)C3CN(C)C4(C(=O)c5ccccc5C4=O)C3C2=O)cc1,IC50,'=',12240.0,nM,4.91,CHEMBL4022474
CHEMBL4873119,Oc1ccc(CN2CCC(c3cc4ccccc4o3)CC2)cc1,IC50,'=',34890.0,nM,4.46,CHEMBL4826770
CHEMBL4865381,O=C(c1ccccc1)c1c(C2CCN(Cc3ccccc3)CC2)oc2ccccc12,IC50,'=',41270.0,nM,4.38,CHEMBL4826770
CHEMBL4848309,COc1ccc(CN2CCC(c3oc4ccccc4c3C(=O)c3ccccc3)CC2)cc1OC,IC50,'=',45310.0,nM,4.34,CHEMBL4826770
CHEMBL4854322,COc1cc(/C=C/C(=O)NCC(=O)NCCc2c[nH]c3ccccc23)ccc1O,IC50,'=',1420.0,nM,5.85,CHEMBL4811142
CHEMBL4866457,COc1cc(/C=C/C(=O)NCC(=O)NCCc2c[nH]c3ccc(Cl)cc23)ccc1O,IC50,'=',840.0,nM,6.08,CHEMBL4811142
CHEMBL490359,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2[C@H]1c1ccc(OC)cc1)CCCC3,IC50,'=',36.0,nM,7.44,CHEMBL1003711
