"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4204019";"";"None";"285.44";"0";"4.84";"2";"CCCCCCc1ccc(-c2cn(C(C)C)c(N)n2)cc1";"MIC";"'>'";"200000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4179389";"Toxicity against Escherichia coli YD626 expressing mcr1 gene incubated for overnight duration by CLSI based method";"A";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4177586";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"200.0"
"CHEMBL2234028";"";"None";"251.30";"0";"3.13";"1i";"CCCCCCN1C(=O)COc2cc(F)ccc21";"MIC";"'='";"16.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3062580";"Antimicrobial activity against Escherichia coli ATCC 25922 after 24 hr by two-fold serial dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3046260";"1";"Scientific Literature";"Med Chem Res";"2011";"None";"";"";"";"16.0"
"CHEMBL2234295";"";"None";"283.78";"0";"2.96";"12h";"O=C1CSc2cc(Cl)ccc2N1CC1CCCO1";"MIC";"'='";"32.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3063005";"Antibacterial activity against Escherichia coli ATCC 25922 after 24 hr by two-fold microdilution technique";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3044615";"1";"Scientific Literature";"Med Chem Res";"2011";"None";"";"";"";"32.0"
"CHEMBL447173";"";"None";"254.87";"0";"0.64";"1";"O=C1NC(=O)C(Br)=C1Br";"MIC";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3578809";"Potentiation of piperacillin-induced antibacterial activity Escherichia coli transformed with plasmid carrying MG1655 deltaBC/pABM assessed as piperacillin MIC by p-iodonitrotetrazolium chloride colorimetric assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3576792";"1";"Scientific Literature";"J Nat Prod";"2015";"None";"";"";"";""
"CHEMBL447173";"";"None";"254.87";"0";"0.64";"1";"O=C1NC(=O)C(Br)=C1Br";"MIC";"'='";"32.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3578708";"Potentiation of erythromycin-induced antibacterial activity Escherichia coli transformed with plasmid carrying MG1655 deltaBC/pXYM assessed as erythromycin MIC by p-iodonitrotetrazolium chloride colorimetric assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3576792";"1";"Scientific Literature";"J Nat Prod";"2015";"None";"";"";"";"32.0"
"CHEMBL447173";"";"None";"254.87";"0";"0.64";"1";"O=C1NC(=O)C(Br)=C1Br";"MIC";"'='";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3578697";"Potentiation of chloramphenicol-induced antibacterial activity Escherichia coli transformed with plasmid carrying MG1655 deltaBC/pABM assessed as chloramphenicol MIC by p-iodonitrotetrazolium chloride colorimetric assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3576792";"1";"Scientific Literature";"J Nat Prod";"2015";"None";"";"";"";"128.0"
"CHEMBL4205377";"";"None";"287.32";"0";"2.79";"3d";"Cc1ccc(/C=C(\C(C)O)n2c([N+](=O)[O-])cnc2C)cc1";"MIC";"'='";"1780000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4180934";"Antibacterial activity against drug-resistant Escherichia coli after 24 hrs by micro broth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4177646";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"1.78"
"CHEMBL4211720";"";"None";"298.30";"0";"2.35";"3e";"Cc1ncc([N+](=O)[O-])n1/C(=C/c1ccc(C#N)cc1)C(C)O";"MIC";"'='";"1710000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4180934";"Antibacterial activity against drug-resistant Escherichia coli after 24 hrs by micro broth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4177646";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"1.71"
"CHEMBL4160836";"";"None";"196.13";"0";"-1.33";"7";"O=C(O)n1nnnc1Nn1cnnc1";"MIC";"'='";"326000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4156710";"Antibacterial activity against Escherichia coli ML 8 after 18 hrs by CLSI disc diffusion method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4152339";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"326.0"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"IMP";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"0.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4391675";"Antibacterial activity against multi-drug resistant Escherichia coli NMI 3898/15 assessed as reduction in microbial growth incubated for 20 hrs";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4390654";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"0.5"
"CHEMBL4171102";"";"None";"248.32";"0";"1.89";"8";"C[C@H]1CC=C2[C@H]1C[C@]1(O)C(=O)C[C@@]2(C)[C@]1(C)C=O";"MIC";"'='";"430000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4135831";"Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4130535";"1";"Scientific Literature";"J Nat Prod";"2017";"None";"";"";"";"430.0"
"CHEMBL323112";"";"None";"230.27";"0";"-1.73";"35a";"CN(CC(=O)O)NC(=O)C[C@H](N)/C=C/CN";"MIC";"'>'";"256.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL675415";"Minimum inhibitory concentration (MIC) against Escherichia coli MG1655 tolC";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1146783";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"256.0"
"CHEMBL2063566";"";"None";"237.30";"0";"1.89";"3c";"CCCCCCc1cn(C2CCOC2=O)nn1";"MIC";"'='";"5000000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2064964";"Antibacterial activity against Escherichia coli JB523 after 20 hrs by broth microdilution assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2062523";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";"";"5.0"
"CHEMBL324231";"";"None";"248.28";"0";"1.29";"20";"CCCc1cccc(C2=N[C@@H](C(=O)NO)CO2)c1";"MIC";"'='";"12.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL675321";"Antibacterial activity against Escherichia coli was determined";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1131914";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"12.5"
"CHEMBL4286951";"";"None";"298.34";"0";"3.16";"17";"Cc1cn(CCCCOc2ccc3ccc(=O)oc3c2)cn1";"MIC";"'='";"16000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4253348";"Antibacterial activity against Escherichia coli ATCC 35150 after 24 hrs by two fold serial dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4251599";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"16.0"
"CHEMBL3628670";"";"None";"276.22";"0";"2.69";"26";"O=C(Nc1cccc(F)c1)c1cc([N+](=O)[O-])ccc1O";"MIC";"'>'";"500000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3630180";"Antibacterial activity against Escherichia coli CCM4517 after 24 hrs by microdilution broth method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3627671";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"500.0"
"CHEMBL4757348";"";"None";"272.35";"0";"2.32";"12c";"CC(C)NCCOc1cc(C(N)=O)cc2ccccc12";"MIC";"'='";"1024.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4720138";"Potentiation of TPP-induced antibacterial activity against wild type Escherichia coli BW25113 assessed as TPP MIC at 128 ug/ml incubated for 18 hrs under aerobic condition by checkerboard titration assay (Rvb = 1024 ug/ml)";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4715814";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"Dose = 128.0 microg/ml | TIME = 18.0 hr";"";"";"1024.0"
"CHEMBL4785220";"";"None";"295.38";"0";"3.63";"7j";"C#CCNC(=O)c1cc(OCCC(C)C)c2ccccc2c1";"MIC";"'='";"256.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4720120";"Potentiation of TPP-induced antibacterial activity against AcrB deficient Escherichia coli BW25113 assessed as TPP MIC at 128 ug/ml incubated for 18 hrs under aerobic condition by checkerboard titration assay (Rvb = 256 ug/ml)";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4715814";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"Dose = 128.0 microg/ml | TIME = 18.0 hr";"";"";"256.0"
"CHEMBL1757";"FOSFOMYCIN";"4.0";"138.06";"0";"-0.09";"Fosfomycin";"C[C@@H]1O[C@@H]1P(=O)(O)O";"MIC";"'>'";"256.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1283042";"Antimicrobial activity against Escherichia coli DH10B transformant containing Kpn1 fragment with fosA3 gene from 08-642 by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275596";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"None";"";"";"";"256.0"
"CHEMBL1757";"FOSFOMYCIN";"4.0";"138.06";"0";"-0.09";"Fosfomycin";"C[C@@H]1O[C@@H]1P(=O)(O)O";"MIC";"'>'";"256.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1283044";"Antimicrobial activity against Escherichia coli DH10B transformant containing Sac2 fragment with fosC2 gene from pHPA by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275596";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"None";"";"";"";"256.0"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"IPM";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"1.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1263279";"Antimicrobial activity against Escherichia coli TOP10 harboring Beta-lactamase OXA-23 by Etest";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1255277";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2008";"None";"";"";"";"1.0"
"CHEMBL5";"NALIDIXIC ACID";"4.0";"232.24";"0";"1.42";"NAL";"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21";"MIC";"'='";"8.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1262084";"Antimicrobial activity against Escherichia coli TOP10 harboring pCR-Blunt2-TOPO carrying qnrB12 gene of Citrobacter werkmanii isolate CIT1 by broth macrodilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1255237";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2008";"None";"";"";"";"8.0"
"CHEMBL5";"NALIDIXIC ACID";"4.0";"232.24";"0";"1.42";"NAL";"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21";"MIC";"'='";"8.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1262083";"Antimicrobial activity against Escherichia coli TOP10 harboring pCR-Blunt2-TOPO carrying qnrB12 gene of Citrobacter werkmanii isolate CIT3 by broth macrodilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1255237";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2008";"None";"";"";"";"8.0"
"CHEMBL4101574";"";"None";"212.21";"0";"1.31";"51";"O=c1[nH]c(-c2c[nH]cn2)nc2ccccc12";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4036416";"Antibacterial activity against Escherichia coli ATCC 25922 incubated for 18 to 24 hrs by broth microdilution method";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4033728";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"128.0"
"CHEMBL4063261";"";"None";"254.29";"0";"3.24";"45";"CC(C)n1c(-c2ccco2)nc2ccccc2c1=O";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4036416";"Antibacterial activity against Escherichia coli ATCC 25922 incubated for 18 to 24 hrs by broth microdilution method";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4033728";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"128.0"
"CHEMBL4077094";"";"None";"266.26";"0";"2.32";"29";"O=c1[nH]c(-c2ccc3c(c2)OCO3)nc2ccccc12";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4036416";"Antibacterial activity against Escherichia coli ATCC 25922 incubated for 18 to 24 hrs by broth microdilution method";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4033728";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"128.0"
"CHEMBL3331271";"";"None";"279.30";"0";"2.04";"MMV1578891";"O=C(Cn1cnc2ccccc2c1=O)Nc1ccccc1";"MIC";"'>'";"20000.0";"nM";"";"";"Median N= 2; Maxinhib 9.2 Pct";"UO_0000065";"";"";"";"";"0";"CHEMBL4296185";"Antibacterial activity against Escherichia coli ATCC 25922 (CO-ADD:GN_001); MIC in CAMBH media using NBS plates, by OD(600)";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"ASSAY_TEST: Inhibition of Bacterial Growth | MEDIA: CAMHB | TIME = 18.0 hr | PLATE_TYPE: 384well; NBS; CORNING #3640  | DETECTION_METHOD: Absorption (OD600)";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4513161";"40";"CO-ADD Antimicrobial Screening";"";"";"None";"";"";"";"20.0"
"CHEMBL1256372";"";"None";"291.73";"0";"3.58";"11g";"COc1ccc(/C=C/C(=O)c2ccc(Cl)[nH]2)cc1OC";"MIC";"'='";"25.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1260316";"Antimicrobial activity against Escherichia coli ATCC 2522 after 24 hrs by broth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1255544";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"25.0"
"CHEMBL1256336";"";"None";"266.13";"0";"4.22";"11d";"O=C(/C=C/c1ccc(Cl)cc1)c1cc(Cl)c[nH]1";"MIC";"'='";"25.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1260316";"Antimicrobial activity against Escherichia coli ATCC 2522 after 24 hrs by broth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1255544";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"25.0"
"CHEMBL1256100";"";"None";"263.68";"0";"2.14";"7f";"O=C(N/N=C/c1ccccc1O)c1cc(Cl)c[nH]1";"MIC";"'='";"6.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1260316";"Antimicrobial activity against Escherichia coli ATCC 2522 after 24 hrs by broth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1255544";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"6.25"
"CHEMBL4852568";"";"None";"281.34";"0";"0.47";"6a";"Nc1ccc(S(=O)(=O)CC(CO)n2ccnc2)cc1";"MIC";"'='";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4823070";"Antibacterial activity against Escherichia coli assessed as bacterial growth inhibition by broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4819149";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"";"";"";"128.0"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"imipenem";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"0.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL988175";"Antibacterial activity against Escherichia coli transconjugant carrying pEC28 isolate eby Etest";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1155151";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2007";"None";"";"";"";"0.25"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"imipenem";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"0.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL988176";"Antibacterial activity against Escherichia coli 26R793 by Etest";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1155151";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2007";"None";"";"";"";"0.5"
"CHEMBL4129687";"";"None";"254.34";"0";"2.25";"6a";"Cc1ccc(S(=O)(=O)Nc2nccs2)cc1";"MIC";"'='";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4123407";"Antibacterial activity against Escherichia coli U-621 mutant after 24 hrs by broth micro dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4118194";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"50.0"
"CHEMBL4126382";"";"None";"272.33";"0";"2.58";"3a";"Cc1ccc(S(=O)(=O)n2ncc3ccccc32)cc1";"MIC";"'='";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4123407";"Antibacterial activity against Escherichia coli U-621 mutant after 24 hrs by broth micro dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4118194";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"50.0"
"CHEMBL1493289";"";"None";"292.75";"0";"2.93";"1b";"O=S(=O)(c1ccc(Cl)cc1)n1cnc2ccccc21";"MIC";"'='";"3.1";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4123405";"Antibacterial activity against wild type Escherichia coli NCIM 2065 after 24 hrs by broth micro dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4118194";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"3.1"
"CHEMBL4127763";"";"None";"292.75";"0";"2.93";"3b";"O=S(=O)(c1ccc(Cl)cc1)n1ncc2ccccc21";"MIC";"'='";"1.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4123427";"Synergistic antibacterial activity against wild type Escherichia coli NCIM 2065 at 0.37 to 50 ug/ml after 24 hrs in presence of 1.5 ug/ml sulfamethoxazole by broth micro dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4118194";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"1.5"
"CHEMBL1493289";"";"None";"292.75";"0";"2.93";"1b";"O=S(=O)(c1ccc(Cl)cc1)n1cnc2ccccc21";"MIC";"'='";"0.3906";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4123433";"Synergistic antibacterial activity against wild type Escherichia coli NCIM 2065 at 0.5 times MIC after 24 hrs in presence of 0.0976 to 12.5 ug/ml chloramphenicol by broth micro dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4118194";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";"0.3906"
"CHEMBL1519988";"";"None";"272.33";"0";"2.58";"1a";"Cc1ccc(S(=O)(=O)n2cnc3ccccc32)cc1";"MIC";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4123437";"Synergistic antibacterial activity against wild type Escherichia coli NCIM 2065 at 0.5 times MIC after 24 hrs in presence of 0.0976 to 12.5 ug/ml sulfamethoxazole by broth micro dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4118194";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";"";"";"";""
"CHEMBL462233";"";"None";"298.38";"0";"-0.21";"7";"C#CCCCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO";"MIC";"'='";"500000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL963006";"Antibacterial activity against Escherichia coli K12 in M9 minimal medium after 24 hrs by broth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1151784";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"500.0"
"CHEMBL452459";"";"None";"260.33";"0";"-0.60";"11";"CCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO";"MIC";"'='";"250000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL963009";"Antibacterial activity against Escherichia coli K12 in M9 minimal medium after 24 hrs by broth dilution method in presence of beta-alanine";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1151784";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"250.0"
"CHEMBL1171341";"";"None";"257.29";"0";"2.10";"3m";"O=C(Nc1cccc2cccnc12)N1CCOCC1";"MIC";"'>'";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1175268";"Antibacterial activity against Escherichia coli ATCC 35218 after 24 hrs by MTT assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1177855";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"50.0"
