"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"IPM";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"0.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL918742";"Antibacterial activity against Escherichia coli C600 expressing TEM2";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1142065";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2007";"None";"";"";"";"0.25"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"IPM";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"0.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL918170";"Antibacterial activity against Escherichia coli C600";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1142065";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2007";"None";"";"";"";"0.25"
"CHEMBL5";"NALIDIXIC ACID";"4.0";"232.24";"0";"1.42";"Nalidixic acid";"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21";"MIC";"'='";"256.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL916555";"Antimicrobial activity against Escherichia coli qnrA1 producing urinary specimen isolate 13.52 by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"CHEMBL3638201";"Urine";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1146202";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2007";"None";"";"";"";"256.0"
"CHEMBL1163694";"";"None";"265.36";"0";"3.47";"4";"CCOC(=O)/C=C\Sc1nc2ccccc2s1";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1167747";"Antibacterial activity against Escherichia coli ATCC 25922 after 18 to 24 hrs by microtiter plate method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1166008";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"128.0"
"CHEMBL1164148";"";"None";"249.29";"0";"2.75";"25";"CCOC(=O)/C=C\Oc1nc2ccccc2s1";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1167747";"Antibacterial activity against Escherichia coli ATCC 25922 after 18 to 24 hrs by microtiter plate method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1166008";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"128.0"
"CHEMBL1163208";"";"None";"193.20";"0";"1.54";"26";"CCOC(=O)/C=C\Oc1cccnc1";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1167747";"Antibacterial activity against Escherichia coli ATCC 25922 after 18 to 24 hrs by microtiter plate method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1166008";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"128.0"
"CHEMBL1812781";"";"None";"274.35";"0";"1.86";"4c";"Cc1ccc(NC(=S)NC(=O)c2cnn(C)c2)cc1";"MIC";"'>'";"1000.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3048670";"Antimicrobial activity against Escherichia coli 637/2007 by microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3045554";"1";"Scientific Literature";"Med Chem Res";"2012";"None";"";"";"";"1000.0"
"CHEMBL2236075";"";"None";"274.35";"0";"1.86";"4a";"Cc1ccccc1NC(=S)NC(=O)c1cnn(C)c1";"MIC";"'>'";"1000.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL3048670";"Antimicrobial activity against Escherichia coli 637/2007 by microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL3045554";"1";"Scientific Literature";"Med Chem Res";"2012";"None";"";"";"";"1000.0"
"CHEMBL251721";"";"None";"244.21";"0";"0.10";"F-4";"Cn1c([N+](=O)[O-])cnc1C#Cc1ccnc(N)n1";"MIC";"'>'";"512.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL924114";"Antibacterial activity against Escherichia coli ATCC 25923";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1140489";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"512.0"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"IMP";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'<='";"0.125";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1261799";"Antibacterial activity against Escherichia coli EC600 by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1255346";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2008";"None";"";"";"";"0.125"
"CHEMBL369493";"";"None";"285.20";"None";"None";"2c 7";"CCCS(=O)(=O)N1C=Cc2cc(CC)sc2B1O";"MIC";"'='";"2.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL859382";"Minimum inhibitory concentration of compound against Escherichia coli delta 120";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1122708";"1";"Scientific Literature";"J Med Chem";"1984";"None";"";"";"";"2.5"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"IPM";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"0.06";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL918395";"Antimicrobial activity against Escherichia coli DH10B after 18 hrs by disk diffusion method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1147095";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2007";"None";"";"";"";"0.06"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"IMP";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"0.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1264028";"Antimicrobial activity against Escherichia coli isolate DH10B by agar dilution CLSI method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1255325";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2008";"None";"";"";"";"0.25"
"CHEMBL443";"SULFAMETHOXAZOLE";"4.0";"253.28";"0";"1.37";"SMZ";"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1";"MIC";"'>'";"256.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1286556";"Antimicrobial activity against aac(6')-Ib-cr-positive Escherichia coli FJ3 harboring GyrA S83L, ParC S80R mutant, wild-type GyrB and qnrB genes by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275556";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2008";"None";"";"";"";"256.0"
"CHEMBL443";"SULFAMETHOXAZOLE";"4.0";"253.28";"0";"1.37";"SMZ";"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1";"MIC";"'>'";"256.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1285175";"Antimicrobial activity against aac(6')-Ib-cr-negative Escherichia coli PU12 harboring GyrA S83L mutant, wild-type GyrB, ParC and qnrS genes by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275556";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2008";"None";"";"";"";"256.0"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"Imipenem";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"0.06";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1286836";"Antibacterial activity against Escherichia coli TOP10 expressing AmpC-B2 S287N mutant protein by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275582";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2009";"None";"";"";"";"0.06"
"CHEMBL22";"TRIMETHOPRIM";"4.0";"290.32";"0";"1.26";"3";"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC";"MIC";"'>'";"32.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1216579";"Antibacterial activity against azide-resistant Escherichia coli J53 TET1 transconjugant with qnrVC3 gene expressing Vibrio cholerae 59 strain";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1212795";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"None";"";"";"";"32.0"
"CHEMBL5";"NALIDIXIC ACID";"4.0";"232.24";"0";"1.42";"Nal";"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21";"MIC";"'='";"4.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1216580";"Antibacterial activity against azide-resistant Escherichia coli J53 TET2 transconjugant with qnrVC3 gene expressing Vibrio cholerae 59 strain";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1212795";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"None";"";"";"";"4.0"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"Imipenem";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"0.12";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1217810";"Antimicrobial activity against Escherichia coli TOP10 expressing recombinant beta-lactamase BEL-2 by solid agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1212771";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"None";"";"";"";"0.12"
"CHEMBL1213535";"";"None";"255.77";"0";"2.38";"19";"CN1CN=C(SCc2ccc(Cl)cc2)NC1";"MIC";"'='";"8.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1218541";"Antibacterial activity against Escherichia coli K-12 MG1655 after 16 hrs by microbroth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1212733";"1";"Scientific Literature";"Nat Chem Biol";"2009";"None";"";"";"";"8.0"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"imipenem";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"1.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1268096";"Antibacterial activity against beta-lactamase-positive ESBL-negative Escherichia coli E483 after 24 hrs by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1255475";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"None";"";"";"";"1.0"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"imipenem";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"0.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1267210";"Antibacterial activity against beta-lactamase-positive ESBL-negative Escherichia coli E412 after 24 hrs by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1255475";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"None";"";"";"";"0.25"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"imipenem";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"0.125";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1267207";"Antibacterial activity against beta-lactamase-negative Escherichia coli E408 after 24 hrs by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1255475";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"None";"";"";"";"0.125"
"CHEMBL207091";"ISOPENTYL TETRADECANOATE";"None";"298.51";"1";"6.28";"M-6";"CCCCCCCCCCCCCC(=O)OCCC(C)C";"MIC";"'='";"3019951.72";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL866310";"Antibacterial activity against Escherichia coli";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1147718";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"2.52"
"CHEMBL1241994";"";"None";"297.38";"0";"3.03";"VIa";"Cc1cccc(-n2nnc3sc4c(c3c2=O)CCCC4)c1";"MIC";"'='";"37.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1246983";"Antibacterial activity against Escherichia coli after 24 hrs by tube dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1240435";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"37.5"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"IMP";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"1.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1218483";"Antimicrobial activity in Escherichia coli TOP10 strain harbouring recombinant plasmid VIM-1 by Etest";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1212781";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"None";"";"";"";"1.0"
"CHEMBL4075521";"";"None";"267.24";"0";"3.31";"4a";"O=[N+]([O-])c1ccc(-c2ncncc2-c2ccccc2)o1";"MIC";"'>'";"250.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4035766";"Antibacterial activity against Escherichia coli ATCC 8739 by two-fold serial dilution method";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4033695";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"250.0"
"CHEMBL4063507";"";"None";"299.33";"0";"3.65";"53";"O=c1[nH]c(-c2ccc(-c3ccncc3)cc2)nc2ccccc12";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4036416";"Antibacterial activity against Escherichia coli ATCC 25922 incubated for 18 to 24 hrs by broth microdilution method";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4033728";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"128.0"
"CHEMBL4091131";"";"None";"299.29";"0";"3.15";"46";"CC(C)n1c(-c2ccc([N+](=O)[O-])o2)nc2ccccc2c1=O";"MIC";"'='";"2.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4036416";"Antibacterial activity against Escherichia coli ATCC 25922 incubated for 18 to 24 hrs by broth microdilution method";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4033728";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"2.0"
"CHEMBL4064321";"";"None";"242.23";"0";"1.68";"40";"O=c1[nH]c(-c2ccc(CO)o2)nc2ccccc12";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4036416";"Antibacterial activity against Escherichia coli ATCC 25922 incubated for 18 to 24 hrs by broth microdilution method";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4033728";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"128.0"
"CHEMBL4101572";"";"None";"289.29";"0";"2.84";"33";"O=c1[nH]c(-c2ccc3cccc(O)c3n2)nc2ccccc12";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4036416";"Antibacterial activity against Escherichia coli ATCC 25922 incubated for 18 to 24 hrs by broth microdilution method";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4033728";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"128.0"
"CHEMBL1333995";"";"None";"265.32";"0";"3.07";"16";"CN(C)c1ccc(-c2nc(O)c3ccccc3n2)cc1";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL4036416";"Antibacterial activity against Escherichia coli ATCC 25922 incubated for 18 to 24 hrs by broth microdilution method";"F";"BAO_0000019";"assay format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL4033728";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"128.0"
"CHEMBL5";"NALIDIXIC ACID";"4.0";"232.24";"0";"1.42";"NAL";"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21";"MIC";"'>'";"256.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1280569";"Antimicrobial activity against azide-resistant Escherichia coli J53 TrcS008 harboring PMQR determinant qnrB23 by Etest";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275241";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"None";"";"";"";"256.0"
"CHEMBL5";"NALIDIXIC ACID";"4.0";"232.24";"0";"1.42";"NAL";"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21";"MIC";"'='";"3.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1280570";"Antimicrobial activity against azide-resistant Escherichia coli J53 by Etest";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275241";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"None";"";"";"";"3.0"
"CHEMBL1829713";"";"None";"242.31";"0";"1.87";"9b";"Cc1nnc2n1N=C1c3ccccc3CC1S2";"MIC";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1833517";"Antibacterial activity against Escherichia coli MTCC 1652 after 24 hrs by agar well diffusion method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1828500";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";"";"";"";""
"CHEMBL1829720";"";"None";"270.36";"0";"2.43";"9i";"CCc1nnc2n1N=C1c3cccc(C)c3CC1S2";"MIC";"'='";"32.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1833517";"Antibacterial activity against Escherichia coli MTCC 1652 after 24 hrs by agar well diffusion method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1828500";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";"";"";"";"32.0"
"CHEMBL205425";"";"None";"271.40";"0";"2.51";"7";"C/N=C(/N)NCCCCCCCCCCCC(=O)O";"MIC";"'='";"400000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL862595";"Antibacterial activity against Escherichia coli IFO 2545";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1139668";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"400.0"
"CHEMBL298647";"";"None";"255.66";"0";"1.19";"36";"O=C(CN1Cc2c(Cl)cccc2NC1=O)NO";"MIC";"'='";"16.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL857099";"In vitro antibacterial activity against Escherichia coli";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1134493";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"16.0"
"CHEMBL28";"APIGENIN";"None";"270.24";"0";"2.58";"5f";"O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12";"MIC";"'='";"7.8";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL682908";"Tested for antibacterial activity as minimum inhibitory concentration against Escherichia coli-ss in the presence of polymyxin B nonapeptide (PBMN) at 1 ug/mL";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1127182";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1993";"None";"";"";"";"7.8"
"CHEMBL1209131";"";"None";"298.77";"0";"4.04";"57";"CC(=O)N1N=C(c2ccccc2)CC1c1ccccc1Cl";"MIC";"'>'";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1212561";"Antimicrobial activity against Escherichia coli ATCC 35218 by MTT assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1208728";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"50.0"
"CHEMBL429109";"";"None";"240.26";"0";"1.51";"8";"OCc1ccc2cc1OCC#C/C=C\C#CCO2";"MIC";"'='";"8.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL886217";"Antibacterial activity against Escherichia coli ATCC 25668";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1139938";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"8.0"
"CHEMBL2425320";"";"None";"162.58";"0";"1.61";"6b";"N#CC#Cc1cccnc1Cl";"MIC";"'='";"100.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL2428316";"Antibacterial activity against Escherichia coli MTCC 443 by broth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2424522";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"100.0"
"CHEMBL2429915";"";"None";"285.30";"0";"2.40";"5a";"Cn1cc(C=C2C(=O)OC(C)(C)OC2=O)c2ccccc21";"MIC";"'='";"15.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL2434493";"Antibacterial activity against Escherichia coli ATCC 8739 after 24 hrs by agar well diffusion method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2429768";"1";"Scientific Literature";"Med Chem Res";"2013";"None";"";"";"";"15.0"
